source_text,source_label_0,source_label_1,target_text,target_label_0,target_label_1,predicted_text,predicted_label_0,predicted_label_1
was a palestinian terrorist attack that occurred in may 1974 and involved a two - day hostage - taking of 115 israeli people which ended in the murders of over 25 hostages.,0.044365156,0.9556349,was a palestinian attack that occurred in may 1974 and involved a two - day hostage - taking of 115 israeli people which ended in the murders of over 25 hostages.,0.02152107,0.97847885,"the the is the, the the the the the,,,,,,,,,,,,,,,,,, the...",0.50435823,0.49564174
"nas'response was "" ether, "" a scathing battle record featuring a sample of 2pac sayng "" f % k jay - z. """,0.06414897,0.935851,"nas'response was "" ether, "" a battle record featuring a sample of 2pac sayng "" f % k jay - z. """,0.8024082,0.19759184,"the the is the, the the the the the,,,,,,,,,,,,,,, the...",0.5067015,0.49329847
"bates disregarded the medical consensus that the eyeball is entirely structural in shape, and thus refractive errors are static conditions.",0.37101895,0.62898105,"bates disregarded the medical explanation that the eyeball is entirely structural in shape, and thus refractive errors are static conditions.",0.5596253,0.44037467,"the the is the, the the the the the,,,,,,,,,, the...",0.5181193,0.4818807
"the university of orlans is a renowned french university, in the academy of orlans and tours.",0.008467706,0.99153227,"the university of orlans is a french university, in the academy of orlans and tours.",0.9974934,0.0025065776,"the the is the, the the the, the,,,,,,, the...",0.49504536,0.5049547
"while members of npr's audience are more likely to be college educated than those who listen to other radio outlets, fairness and accuracy in reporting, a liberal progressive media watchdog group, disputes the claim of a liberal bias.",0.32344848,0.6765515,"while members of npr's audience are more likely to be college educated than those who listen to other radio outlets, fairness and accuracy in reporting, a progressive media watchdog group, disputes the claim of a liberal bias.",0.19940102,0.800599,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49616453,0.50383544
she never duplicated the success of ghost and had a string of flops like the scarlet letter and the juror.,0.06406623,0.93593377,she never duplicated the success of ghost and had a string of less successful films like the scarlet letter and the juror.,0.96392936,0.036070626,"the the is the, the the the, the,,,,,,,,, the...",0.4940359,0.5059641
"fort manuel de cochim, as it was christened, was the first portuguese fort in asia.",0.0013429257,0.9986571,"fort manuel de cochim, as it was named, was the first portuguese fort in asia.",0.58984435,0.41015565,"the the is the, the the the, the,,,,,, the...",0.49414745,0.5058526
"unverified doubtful claims have been made about the properties of "" hho gas "", claiming as basis an unproven new state of matter called "" magnegases """,0.06927213,0.93072784,"unverified claims have been made about the properties of "" hho gas "", claiming as basis an unproven new state of matter called "" magnegases """,0.33014947,0.6698505,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
"on november 13, 1983, the devils were destroyed by the edmonton oilers, 13 - 4. wayne gretzky was upset that former teammate ron low played for what he considered an inferior team, and made this comment in a post - game interview :",0.044102427,0.95589757,"on november 13, 1983, the devils were defeated by the edmonton oilers, 13 - 4. wayne gretzky was upset that former teammate ron low played for what he considered an inferior team, and made this comment in a post - game interview :",0.9977737,0.0022262777,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5101482,0.48985177
"chemically, the sheet is inert, with a nil ph factor.",0.91526073,0.08473932,"chemically, the sheet is inert, with a neutral ph factor.",0.4982551,0.5017449,"the the is the, the the the the the the the...",0.61902213,0.38097787
the handsome ral then says goodbye to troi and returns to face his employers.,0.5413555,0.45864445,the ral then says goodbye to troi and returns to face his employers.,0.8330741,0.16692586,"the the is the, the the the the the,, the...",0.5519475,0.4480525
he was executed in moscow for war crimes in 1947 of which he has been rehabilitated by the military prosecutor in moscow in april 1996 almost fifty years after his violent death.,0.038424995,0.961575,he was executed in moscow for war crimes in 1947 of which he has been rehabilitated by the military prosecutor in moscow in april 1996 almost fifty years after his death.,0.99109495,0.008904976,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,, the...",0.49893788,0.5010621
"mikhail, like his brother nicholas, was murdered by the bolsheviks in 1918.",0.010927402,0.9890726,"mikhail, like his brother nicholas, was executed by the bolsheviks in 1918.",0.9713707,0.028629256,"the the is the, the the the the the the the..",0.61318755,0.38681248
"in 1993, 2nd district congresswoman helen delich bentley announced she would be vacating her seat in the u. s. house of representatives.",0.042425465,0.95757455,"in 1993, 2nd district representative helen delich bentley announced she would be vacating her seat in the u. s. house of representatives.",0.91419894,0.0858011,"the the is the, the the the the the,,,,,,,,,,,,,, the...",0.515562,0.48443803
bannon was the first husband of american actress and comedienne bea benaderet.,0.0013131929,0.99868685,bannon was the first husband of american actress and comedian bea benaderet.,0.9982551,0.0017449296,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
this was the prayer that she was taught :,0.94365376,0.05634623,this was the prayer that she said she had been taught :,0.9419599,0.058040075,the the is the the the..,0.6552257,0.34477437
the great global warming swindle is a propaganda film by british television producer martin durkin that presents claims that oppose the predominant scientific opinion on global warming.,0.018307952,0.9816921,the great global warming swindle is a documentary film by british television producer martin durkin that presents claims that oppose the predominant scientific opinion on global warming.,0.8800399,0.11996012,"the the is the, the the the the the,,,,,,,,,,,,,,,, the...",0.50001997,0.49998
"neocolonialism, neo - colonialism or neo - imperialism is the practice of using threats, globalization and cultural imperialism to influence a developing country in lieu of direct military control ( imperialism ) or indirect political control ( hegemony ).",0.65882206,0.34117794,"neocolonialism, neo - colonialism or neo - imperialism is the practice of using capitalism, globalization and cultural imperialism to influence a developing country in lieu of direct military control ( imperialism ) or indirect political control ( hegemony ).",0.7223426,0.27765742,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.50995106,0.49004894
"in december 1999, the royal couple had another child, riley kawananakoa.",0.04344892,0.95655113,"in december 1999, the couple had another child, riley kawananakoa.",0.98565775,0.01434222,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
"the encyclopdia dramatica makes sporadic attempts to weed out wiki pages that are "" unfunny "", a term for which the encyclopedia has its own definition.",0.8733227,0.12667729,"the encyclopdia dramatica makes sporadic attempts to weed out wiki pages that are "" unfunny "", a term for which the encyclopedia has its particularized definition.",0.8483171,0.15168293,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,, the...",0.5024524,0.4975476
"valerie wilson ( lottery winner ), two - time winner of a million - dollar annuity in the new york state lottery",0.99730814,0.0026918317,"valerie wilson ( lottery winner ), two - time winner of a million - dollar prize in the new york state lottery",0.9963356,0.0036644083,"the the is the, the the the, the,,,,,,,,, the...",0.4940359,0.5059641
it has a unique natural topography and is of immense interest to scientists and naturalists due to the number of species of endemic flora and fauna which have existed in isolation and undisturbed by human habitation.,0.9448632,0.055136804,it has a unique natural topography and is of immense interest to scientists and naturalists due to the number of species of endemic flora and fauna which have evolved in isolation and undisturbed by human habitation.,0.94583267,0.054167315,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51855993,0.48144007
"as the crimean crisis unfolded, the parliament building was seized peaceably by unidentified pro - russian gunmen.",0.044702347,0.95529765,"as the crimean crisis unfolded, the parliament building was seized by unidentified pro - russian gunmen.",0.4637778,0.5362222,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
